acceptance_rate,account_age_months,activity_trend_ratio,activity_trend_ratio_1to5,avg_struggle_minutes,avg_struggle_minutes_1to5,burnout_flag,contests_per_month,current_rating,ds_solve_rate,ds_solve_rate_1to5,handle,math_solve_rate,math_solve_rate_1to5,max_rating,months_since_last_submission,post_drop_recovery,problems_solved_per_month,rating_volatility,rating_volatility_1to5,status_proxy,total_contests,total_problems_solved,total_submissions,upsolves_per_contest,upsolves_per_contest_1to5
0.312,36.1,0.65,3,10.0,4,0,0.48,927,0.357,2,93c21393de26ce4f,0.28,1,1075,0.5,53.6,0.93,119.8,3,Active,17,33,109,0.235,3
0.533,28.4,0.92,3,5369.7,1,0,1.5,1631,0.587,4,e0e6913cdbabec95,0.547,4,1631,1.0,24.1,11.17,103.0,4,Active,41,306,621,0.659,4
0.578,23.1,0.24,1,2254.4,2,1,1.71,1619,0.603,4,c79fb7d7af4a798b,0.562,4,1619,7.0,13.2,22.29,119.1,3,Stopped,27,353,651,0.37,3
0.528,9.1,7.33,5,17.3,4,0,0.67,987,0.25,1,c7db0fe3bbf78963,0.524,3,987,0.0,0.0,7.0,116.5,3,Active,6,63,125,0.0,1
0.414,73.2,0.2,1,5131.2,1,1,2.62,1238,0.397,3,4efd401a5cafb816,0.402,2,1543,1.1,3.8,28.62,68.4,5,Active,189,2063,5200,1.333,5
0.729,9.9,5.42,5,1276.4,2,0,1.07,1060,0.429,3,462bbdbaf2818fe3,0.703,5,1060,0.0,0.0,23.96,123.3,3,Active,6,134,199,0.0,1
0.482,30.1,0.94,3,576.6,3,0,0.51,1839,0.48,3,ec8e289477366248,0.553,4,1839,0.0,57.5,43.15,139.3,2,Active,14,1185,2719,1.857,5
0.444,31.9,3.01,5,2826.8,2,0,1.39,1201,0.385,2,fee574815ca3d320,0.464,2,1205,0.3,12.0,36.98,93.9,5,Active,44,1167,2718,0.727,4
0.308,127.2,0.04,1,20.0,4,1,0.16,1538,0.387,2,ddf2f74d04af1d3b,0.2,1,1760,24.0,-4.0,0.75,363.4,1,Stopped,17,77,253,0.118,2
0.623,57.4,8.5,5,4.1,5,0,0.61,1640,0.393,2,0a89f0ba8da4e51c,0.688,5,1640,26.1,25.2,2.23,145.5,1,Stopped,19,70,114,0.158,3
0.493,40.6,74.0,5,56.0,4,0,0.5,956,0.5,3,bd71587739b7e2b9,0.531,3,1004,24.7,57.0,2.33,149.6,1,Stopped,8,37,75,0.25,3
0.538,29.4,0.8,3,13233.1,1,0,1.09,1262,0.667,5,48ff6f6900789abf,0.575,4,1296,0.9,35.2,10.36,93.7,5,Active,31,295,556,0.032,2
0.45,22.5,0.51,2,2273.3,2,0,0.39,1327,0.409,3,a08e7d865eed643e,0.406,2,1493,1.6,-82.0,3.74,190.6,1,Active,8,77,180,0.375,3
0.362,30.0,4.77,5,172.9,3,0,1.37,1406,0.176,1,619f6479ef74696c,0.372,1,1462,3.3,3.6,3.72,104.7,4,Stopped,36,98,271,0.25,3
0.503,41.5,1.87,4,6580.8,1,0,1.04,1486,0.548,4,3b66043c44e64907,0.511,3,1542,0.9,17.9,10.73,78.3,5,Active,41,423,894,0.659,4
0.395,7.1,0.59,2,273.6,3,0,2.59,965,0.5,3,a614b2a49aa9dfb1,0.294,1,1140,3.9,-58.0,18.49,152.4,1,Stopped,8,57,162,0.0,1
0.595,52.3,0.14,1,1467.7,2,1,1.78,2227,0.507,4,987ace76c0af0288,0.593,4,2227,2.9,28.3,27.02,94.1,5,Active,87,1324,2530,1.92,5
0.475,21.0,0.05,1,51.8,4,1,0.57,1320,0.412,3,433b404e611e8197,0.517,3,1320,2.7,67.0,1.85,148.7,1,Active,9,29,61,0.111,2
0.453,38.1,2.34,5,5638.7,1,0,2.65,1322,0.415,3,45dedfb297bb2332,0.482,3,1635,0.0,0.7,38.56,71.9,5,Active,99,1441,3693,1.707,5
0.545,10.0,1.47,4,302.7,3,0,3.11,1007,0.441,3,07d7a32dca34f57f,0.544,4,1038,0.0,6.9,31.0,96.8,4,Active,25,249,459,0.64,4
0.371,54.4,0.02,1,1734.6,2,1,0.39,1658,0.312,2,fa22a90d5d5fbe00,0.403,2,1658,14.1,78.0,13.45,158.1,1,Stopped,13,443,1333,2.077,5
0.596,31.6,0.6,2,34.1,4,0,0.6,1989,0.548,4,39433b7b05a5d251,0.646,5,1989,3.3,61.0,6.32,153.9,1,Stopped,17,179,327,0.235,3
0.415,21.3,0.44,2,1265.8,2,1,4.52,1762,0.389,2,28de8b4a2e115a09,0.442,2,1762,8.7,12.2,40.01,85.7,5,Stopped,57,504,1225,1.263,5
0.408,45.2,6.94,5,93.2,4,0,0.64,888,0.219,1,a8134622ed706cd4,0.554,4,1034,0.2,0.5,2.09,93.7,5,Active,29,94,262,1.483,5
0.353,52.7,1.43,4,16133.1,1,0,0.14,1288,0.464,3,3c781bdfa657bdb0,0.316,1,1290,2.0,50.0,1.92,142.4,2,Active,7,95,272,0.0,1
0.565,29.3,0.42,2,5317.7,1,1,1.71,1250,0.565,4,97615333cdff1e35,0.549,4,1305,0.4,-12.3,36.64,86.9,5,Active,39,835,1568,0.59,4
0.553,7.5,1.24,4,1.6,5,0,0.72,935,0.714,5,4beb4c6b33d2e508,0.474,2,935,0.6,0.0,3.74,98.0,4,Active,5,26,47,0.0,1
0.452,94.5,0.25,1,90.1,4,1,0.29,2395,0.407,3,58f3a686bd144406,0.65,5,2395,44.9,53.3,1.93,414.5,1,Stopped,14,94,208,1.0,5
0.513,35.5,0.44,2,7.7,5,1,0.38,928,0.0,1,cc2de744190dc77a,0.5,3,928,1.2,36.6,0.59,117.4,3,Active,13,20,39,0.0,1
0.466,27.5,0.41,2,1770.4,2,1,0.43,1250,0.513,4,c92e2fb21f21ce5b,0.55,4,1315,1.1,-2.5,22.3,142.2,2,Active,11,571,1302,1.273,5
0.33,16.9,0.26,1,8.1,4,1,0.8,1292,0.2,1,93cf6da790282016,0.369,1,1349,0.1,84.0,3.49,162.4,1,Active,8,35,106,0.0,1
0.332,20.4,0.21,1,985.3,2,1,0.55,1351,0.05,1,486ee58748aea222,0.333,1,1351,0.4,189.5,3.39,147.3,1,Active,11,68,211,0.545,4
0.594,18.5,0.75,3,6577.0,1,0,0.62,1315,0.471,3,0483d652f573335b,0.638,5,1315,5.5,0.0,6.08,128.4,2,Stopped,8,79,138,0.375,3
0.558,29.3,1.43,4,33.3,4,0,0.74,1385,0.533,4,7ad14ce46a6baed3,0.588,4,1385,5.7,53.0,3.33,104.1,4,Stopped,15,68,129,0.0,1
0.218,5.7,4.79,5,4.6,5,0,1.79,1200,0.083,1,35c5d4012443b38c,0.342,1,1328,0.2,208.0,4.3,135.8,2,Active,10,24,110,0.0,1
0.474,6.5,3.75,5,4.7,5,0,1.01,974,0.474,3,2fcdee4e6ffb592c,0.412,2,1015,0.5,0.0,1.52,137.8,2,Active,6,9,19,0.0,1
0.372,55.3,0.11,1,1522.3,2,1,0.82,1550,0.363,2,9674662ed2e83948,0.462,2,1627,9.8,30.8,8.36,88.0,5,Stopped,37,375,1094,0.757,4
0.594,75.7,0.03,1,3.8,5,1,0.36,1019,0.8,5,3f3423a4875866bf,0.471,2,1371,61.2,-76.3,1.3,584.8,1,Stopped,5,18,32,0.2,3
0.267,13.3,0.14,1,320.3,3,1,2.19,855,0.0,1,9a755d9b9dd48c2b,0.268,1,910,10.0,0.0,7.49,136.7,2,Stopped,7,24,90,0.0,1
0.412,144.2,0.2,1,2.7,5,1,0.07,1466,0.176,1,c063e858e1785e9e,0.4,1,1544,33.9,24.3,0.32,462.7,1,Stopped,8,35,85,0.0,1
0.486,28.8,4.37,5,6640.7,1,0,0.32,873,0.667,5,54e01ecd382ffc90,0.606,4,929,0.6,19.5,3.62,129.7,2,Active,9,102,220,0.222,3
0.649,25.5,0.52,2,1519.0,2,0,2.13,1384,0.5,3,98ba8fe4bdafb422,0.648,5,1452,0.3,3.9,22.1,79.2,5,Active,51,530,827,0.078,2
0.437,78.7,0.22,1,1486.1,2,1,0.99,1847,0.388,2,c1e2b12eec5d72c3,0.502,3,1886,12.3,22.5,15.42,183.9,1,Stopped,66,1025,2414,1.545,5
0.214,25.0,2.18,5,35.3,4,0,0.41,927,0.0,1,853cbf3d6dbedac8,0.25,1,927,12.2,0.0,1.15,103.1,4,Stopped,5,14,70,0.0,1
0.211,34.5,1.45,4,86.4,4,0,1.16,791,0.143,1,7af38f4351e0c84a,0.237,1,949,17.8,-36.2,2.07,160.0,1,Stopped,9,16,76,0.111,2
0.328,44.9,1.32,4,5030.0,1,0,2.03,1590,0.289,1,a55fe44abfe1cd14,0.381,1,1740,0.0,20.0,33.29,81.2,5,Active,91,1494,5004,1.077,5
0.745,49.9,2.05,4,3417.4,2,0,0.33,1058,0.855,5,06804b70e02ce47b,0.758,5,1132,23.0,-7.5,37.09,159.9,1,Stopped,9,998,3475,0.667,4
0.289,74.8,0.0,1,4551.8,1,1,1.04,910,0.128,1,2bb6dee34d8a6801,0.279,1,1413,32.5,-14.3,3.82,224.1,1,Stopped,44,162,627,0.864,5
0.58,20.8,0.63,3,676.9,3,0,0.36,1040,0.533,4,63495a3a35739068,0.584,4,1053,3.1,0.0,9.18,136.5,2,Stopped,6,153,283,0.833,5
0.557,17.5,0.37,2,3755.3,1,1,1.58,912,0.333,2,77d92d2b19d4a3b5,0.56,4,1029,0.1,20.5,7.99,107.5,4,Active,23,116,210,0.348,3
0.464,16.5,2.93,5,808.9,3,0,0.54,1061,0.167,1,e419291aa9bac052,0.415,2,1061,0.1,0.0,4.66,106.2,4,Active,5,43,110,0.0,1
0.35,85.5,0.45,2,351.1,3,1,1.61,1927,0.27,1,a1218858f13f5aac,0.447,2,2403,1.0,5.7,10.56,158.5,1,Active,136,892,2573,0.331,3
0.394,22.7,0.59,2,3862.9,1,0,1.73,1507,0.311,2,658c7cd612ce9ce0,0.425,2,1507,0.7,9.4,33.6,96.6,4,Active,38,738,1956,0.421,4
0.495,19.4,0.98,3,1954.5,2,0,0.52,898,0.35,2,bac070a330496154,0.576,4,961,0.1,-1.0,7.26,122.6,3,Active,10,139,285,0.0,1
0.609,10.2,1.69,4,518.8,3,0,1.18,1395,0.6,4,44add02c64b47f3f,0.627,4,1397,0.0,0.0,17.89,103.9,4,Active,12,182,304,0.25,3
0.486,8.5,8.25,5,75.3,4,0,1.76,1185,0.486,3,57c1355cd76f4304,0.692,5,1185,1.0,0.0,5.98,125.3,3,Active,5,17,37,0.2,3
0.285,7.2,2.35,5,1107.0,2,0,4.66,1212,0.189,1,0814fde74ffd0175,0.394,1,1308,0.9,26.0,21.4,97.1,4,Active,27,124,456,0.778,4
0.506,21.8,0.45,2,338.4,3,1,0.79,1322,0.516,4,ead39727ce4bced5,0.546,4,1403,1.3,26.3,13.41,131.5,2,Active,16,272,543,0.375,3
0.44,23.5,1.05,4,4.5,5,0,0.92,896,0.0,1,6992a783f7515a90,0.455,2,941,5.0,16.2,1.89,111.0,4,Stopped,17,35,84,0.059,2
0.494,20.5,0.91,3,12315.0,1,0,0.31,1157,1.0,5,965de1d481d120f8,0.477,2,1157,0.0,0.0,4.19,113.8,3,Active,6,82,170,0.0,1
0.404,24.9,1.4,4,407.4,3,0,1.0,714,0.5,3,10cf17f0893993ce,0.295,1,839,16.9,-27.0,19.87,137.8,2,Stopped,8,159,396,0.5,4
0.258,45.2,0.29,2,12.3,4,1,1.44,1006,0.0,1,8e3a9413010f66d9,0.286,1,1029,12.2,0.0,2.31,163.5,1,Stopped,5,8,31,0.0,1
0.194,7.0,0.51,2,20.7,4,0,1.12,815,0.194,1,9d33d1735e355819,0.194,1,880,0.8,-50.0,1.93,137.7,2,Active,7,12,62,0.143,3
0.459,29.3,2.79,5,2378.8,2,0,0.49,866,0.5,3,970d817ddfefe347,0.477,2,1005,0.3,0.4,5.62,126.3,3,Active,14,162,364,0.071,2
0.471,92.1,9.62,5,0.8,5,0,0.15,1056,0.5,3,57ece0096c1c4042,0.551,4,1108,4.5,-32.0,1.46,165.9,1,Stopped,6,57,138,0.0,1
0.606,56.0,0.2,1,3013.0,2,1,2.38,1804,0.607,4,7e67eccece9fb616,0.62,4,1804,2.7,4.4,25.42,62.9,5,Active,119,1271,2368,1.092,5
0.292,11.9,0.33,2,45.6,4,1,0.87,872,0.5,3,bdb5d62f4932d144,0.4,1,948,2.7,0.0,2.06,143.9,1,Active,8,19,65,0.25,3
0.468,20.6,0.65,3,7395.6,1,0,1.34,1025,0.25,1,19618ee7fb1e8913,0.549,4,1064,11.3,-1.8,7.78,136.8,2,Stopped,11,64,158,0.545,4
0.423,8.3,1.89,4,73.1,4,0,1.86,901,0.333,2,4a87558d7cf5a54b,0.485,3,958,0.4,8.5,4.55,138.9,2,Active,9,22,52,0.333,3
0.502,35.2,1.51,4,12957.0,1,0,0.46,644,0.5,3,65f6884bd1a596ad,0.566,4,806,0.4,-12.6,3.45,116.4,3,Active,16,120,251,0.375,3
0.424,3.6,0.65,3,12.9,4,0,6.13,1379,0.15,1,94f3d45e69e48285,0.452,2,1393,0.8,19.0,40.61,181.8,1,Active,8,53,132,0.25,3
0.642,11.0,0.2,1,383.3,3,1,0.86,1136,0.444,3,cd20d5d2e825acfa,0.624,4,1236,0.5,-35.0,14.81,140.9,2,Active,9,155,268,0.0,1
0.551,21.5,89.67,5,965.3,2,0,0.71,1165,0.667,5,c19efe2ef882963e,0.6,4,1172,0.4,22.4,7.0,115.6,3,Active,15,147,272,0.333,3
0.512,30.8,0.3,2,2758.3,2,1,0.89,1187,0.434,3,d51aeeef93631293,0.541,3,1366,0.1,19.2,26.5,99.7,4,Active,26,772,1927,1.5,5
0.337,14.5,0.12,1,349.4,3,1,1.53,869,0.714,5,a2563570fe61157f,0.335,1,1075,1.4,8.9,7.74,120.5,3,Active,20,101,335,0.05,2
0.407,12.8,1.24,4,11055.9,1,0,0.7,1411,0.325,2,2f389bd3a1e03ad2,0.353,1,1431,1.4,0.0,3.75,151.8,1,Active,8,43,123,0.25,3
0.635,11.0,2.38,5,3750.3,1,0,1.31,1210,0.583,4,a15aa6f860f93547,0.637,5,1210,0.1,19.2,23.24,126.0,3,Active,14,249,433,0.5,4
0.47,33.9,1.62,4,12.1,4,0,1.76,1514,0.517,4,3f906f54fc8bda29,0.463,2,1579,13.5,-3.9,6.5,108.9,4,Stopped,36,133,283,0.083,2
0.68,8.4,0.92,3,1.7,5,0,0.76,1124,0.5,3,f16ee1ba6716ed0e,0.643,5,1124,1.1,0.0,2.59,130.7,2,Active,5,17,25,0.0,1
0.507,11.1,1.04,4,2121.7,2,0,3.27,831,0.211,1,9f846dc9d63706f7,0.467,2,1058,0.1,-1.4,34.45,108.8,4,Active,25,263,629,0.16,3
0.359,33.5,0.23,1,442.0,3,1,0.27,1085,0.125,1,c805c3ebfb0f29b2,0.366,1,1163,0.4,28.0,2.08,152.1,1,Active,9,69,195,0.0,1
0.367,102.6,12.38,5,7359.7,1,0,0.1,1100,0.221,1,94da1be633f81abe,0.357,1,1364,0.3,-28.2,2.73,443.8,1,Active,9,258,856,2.111,5
0.214,5.6,3.67,5,0.0,5,0,0.96,868,0.214,1,ccb82512323caec7,0.667,5,868,0.4,0.0,0.58,120.1,3,Active,5,3,14,0.0,1
0.649,16.8,3.62,5,5.5,5,0,0.49,960,0.649,5,a4b490d46a17a1d9,0.8,5,1063,0.2,-80.0,1.4,156.7,1,Active,8,23,37,0.0,1
0.415,9.9,1.15,4,71.0,4,0,1.23,914,0.19,1,146c14f31647fbf0,0.41,2,933,0.2,-2.7,7.17,136.3,2,Active,12,70,176,0.167,3
0.245,7.6,0.05,1,6.6,5,1,0.7,1164,0.263,1,3979df3ab0eb5b82,0.234,1,1164,0.5,0.0,7.52,142.2,2,Active,5,54,237,0.0,1
0.459,35.1,1.15,4,4509.3,1,0,2.2,1923,0.412,3,a93a18db962704fa,0.487,3,2159,0.1,4.8,56.71,93.6,5,Active,77,1983,4600,0.961,5
0.45,72.2,0.15,1,2099.9,2,1,0.4,1634,0.279,1,dcf9bc73a823aad2,0.469,2,1723,1.9,-0.2,3.08,119.1,3,Active,27,210,480,0.296,3
0.355,47.6,0.46,2,465.1,3,1,0.7,2186,0.281,1,6d29efe3c2434cfa,0.42,2,2307,0.2,7.8,8.51,138.0,2,Active,33,404,1602,1.455,5
0.533,62.8,0.77,3,31.8,4,0,1.17,1573,0.516,4,6a7e46c27e70c3b1,0.694,5,1687,1.1,20.6,4.25,141.8,2,Active,24,87,165,0.458,4
0.422,7.0,0.12,1,9.2,4,1,0.98,867,0.0,1,f14e3ebeb91f7bee,0.356,1,867,0.5,0.0,8.47,119.1,3,Active,5,43,102,0.0,1
0.447,64.6,3.49,5,78.8,4,0,0.45,2109,0.469,3,09eed15d51d3dc92,0.572,4,2109,0.1,39.9,13.6,132.0,2,Active,29,875,2033,0.448,4
0.356,122.2,1.04,4,320.1,3,0,0.63,1468,0.282,1,b67ca01cf962ef00,0.422,2,1764,1.2,1.6,3.91,169.2,1,Active,76,470,1400,1.053,5
0.495,14.1,8.5,5,209.1,3,0,1.27,1038,0.364,2,3aa2a784815ef312,0.551,4,1095,0.8,30.0,7.28,115.0,3,Active,16,92,190,0.5,4
0.175,30.6,0.8,3,17.8,4,0,0.56,1005,0.333,2,007866cd30a9937c,0.216,1,1020,12.6,9.0,0.68,115.6,3,Stopped,9,11,63,0.0,1
0.39,22.6,1.45,4,3532.1,1,0,3.8,1422,0.285,1,efc169c15aa34ef7,0.453,2,1540,0.5,9.3,36.89,63.7,5,Active,84,815,2383,1.024,5
0.473,28.2,1.05,4,105.1,3,0,2.15,1530,0.395,2,df50a83732be0535,0.477,2,1530,8.7,9.8,12.46,92.0,5,Stopped,42,243,522,0.5,4
0.418,11.2,0.55,2,6839.3,1,0,2.07,939,0.5,3,f63b705240c4ec25,0.392,1,1134,1.5,-4.8,12.39,114.7,3,Active,20,120,287,0.2,3
0.52,29.0,0.49,2,1162.9,2,1,1.68,2097,0.368,2,592e2b5245d30085,0.516,3,2293,0.2,25.1,9.56,123.7,3,Active,48,273,535,0.396,4
0.539,16.6,0.43,2,1922.0,2,1,2.91,1211,0.613,5,f7a1c7fc9b10411f,0.521,3,1326,0.0,20.6,29.92,78.3,5,Active,47,484,922,0.574,4
0.275,27.8,0.7,3,15666.8,1,0,4.93,1197,0.222,1,ab4e33cfc25ad575,0.287,1,1261,0.0,9.2,37.86,74.8,5,Active,137,1053,3990,0.467,4
0.5,16.1,0.65,3,14.4,4,0,2.12,1540,0.656,5,6f62f77084ea711a,0.634,4,1566,1.5,23.1,16.16,117.9,3,Active,31,236,504,0.258,3
0.337,20.4,62.75,5,170.9,3,0,0.6,1200,0.222,1,46f1064d02077c9d,0.351,1,1312,7.1,-55.0,5.53,180.1,1,Stopped,8,74,255,0.125,2
0.358,36.7,0.8,3,101.9,3,0,0.17,1346,0.393,2,4c0beeb4ecaf2b1c,0.37,1,1346,1.0,0.0,2.63,144.6,1,Active,6,94,282,0.333,3
0.423,9.0,0.28,1,3463.9,1,1,1.99,1296,0.312,2,edbed050a11c65f4,0.426,2,1382,0.2,31.3,12.19,114.4,3,Active,17,104,253,0.647,4
0.457,10.1,1.79,4,970.0,2,0,3.57,1195,0.541,4,435d9430f86721cc,0.462,2,1232,0.0,10.4,34.28,87.5,5,Active,36,346,764,0.972,5
0.467,11.0,29.0,5,6.5,5,0,0.49,831,0.429,3,61d4c7c105af86b4,0.5,3,831,0.9,0.0,1.28,128.0,2,Active,5,13,30,0.0,1
0.644,192.7,6.84,5,164210.4,1,0,0.13,1157,0.6,4,ef3c65bbc9e1726d,0.63,4,1609,1.1,-27.5,0.52,337.2,1,Active,23,94,149,0.739,4
0.455,69.3,3.47,5,1261.1,2,0,0.67,1723,0.365,2,840aad17f5bf841e,0.511,3,1734,1.3,15.6,12.68,105.4,4,Active,41,774,1709,1.171,5
0.4,5.5,0.06,1,20.9,4,1,2.13,958,0.0,1,696c154914e7a0ef,0.423,2,1114,1.0,-73.0,10.88,147.1,1,Active,9,46,115,0.0,1
0.452,31.3,0.73,3,8314.9,1,0,2.49,1913,0.412,3,4a7d009b874d0437,0.479,3,1923,0.0,11.9,38.62,82.4,5,Active,77,1192,2807,0.753,4
0.516,16.0,1.98,4,258.5,3,0,0.81,672,0.667,5,f8cfc8b12aa87018,0.526,3,809,0.3,-40.0,5.47,135.2,2,Active,9,61,128,0.778,4
0.448,67.8,0.35,2,165.5,3,1,0.12,2223,0.465,3,bb288e1d4f129b67,0.473,2,2259,7.3,0.0,20.83,229.2,1,Stopped,7,1261,2942,0.714,4
0.501,9.0,1.51,4,4518.1,1,0,1.35,1073,0.214,1,486f8de606b74f74,0.48,3,1103,0.0,61.0,30.61,134.8,2,Active,8,182,367,0.125,2
0.426,99.4,1.69,4,3339.4,2,0,0.45,2224,0.364,2,40c8aa1d9600d778,0.334,1,2255,9.8,19.6,9.81,258.7,1,Stopped,37,810,1931,0.162,3
0.54,10.0,1.4,4,978.9,2,0,1.92,1094,0.429,3,dfa36394b14c873c,0.54,3,1123,0.1,20.5,17.17,109.7,4,Active,15,134,250,0.0,1
0.419,32.2,1.26,4,5.2,5,0,0.5,892,0.0,1,b08df7e9deb1f293,0.404,2,954,5.0,35.3,1.36,123.3,3,Stopped,13,35,86,0.0,1
0.659,8.9,2.86,5,29.0,4,0,2.64,1166,0.583,4,064bd87fd8948ba5,0.675,5,1324,0.2,2.9,13.18,129.9,2,Active,22,110,170,1.273,5
0.509,26.9,0.54,2,0.8,5,0,0.4,1004,1.0,5,579ee47173f08e2f,0.571,4,1004,8.2,0.0,1.54,118.2,3,Stopped,7,27,57,0.143,3
0.48,33.9,0.75,3,32.6,4,0,0.67,1513,0.425,3,3b40df708c1abb46,0.55,4,1598,2.7,60.2,3.81,141.9,2,Active,21,119,256,0.762,4
0.336,22.2,0.18,1,170.0,3,1,0.31,990,1.0,5,5c46bcff267c1fb3,0.342,1,990,2.6,0.0,2.0,117.2,3,Active,6,39,116,0.333,3
0.577,35.6,0.14,1,8562.2,1,1,0.68,923,0.438,3,931f4e23b9a26e68,0.576,4,923,0.4,4.6,12.09,104.0,4,Active,24,426,801,0.583,4
0.639,6.9,0.75,3,160.0,3,0,2.21,1233,0.6,4,5bccaf889bb3ba12,0.619,4,1233,2.3,12.0,20.3,147.4,1,Active,10,92,147,0.5,4
0.49,28.9,0.08,1,1286.8,2,1,0.64,1391,0.3,2,8ce0c49bcff66742,0.413,2,1391,0.8,80.7,4.48,158.3,1,Active,18,126,261,0.056,2
0.494,67.6,0.01,1,933.6,2,1,0.39,1405,0.491,3,b19d60cb5e5e7de8,0.492,3,1642,0.5,23.9,3.38,112.0,4,Active,26,227,484,0.423,4
0.584,21.0,0.08,1,1432.1,2,1,0.68,450,0.75,5,294b9f37c9e7d49b,0.549,4,837,0.5,-48.0,10.91,131.3,2,Active,13,209,363,0.308,3
0.471,30.5,2.76,5,7787.1,1,0,2.07,1098,0.545,4,949d70abf5c764b9,0.488,3,1218,0.1,10.3,16.07,70.9,5,Active,63,488,1069,0.698,4
0.44,53.3,0.61,2,3376.9,2,0,1.47,1221,0.282,1,13d91abdf79302c6,0.433,2,1221,0.2,25.8,9.25,92.6,5,Active,31,195,450,0.194,3
0.571,23.1,0.12,1,1167.3,2,1,3.34,1547,0.522,4,696bbddbdb686e61,0.56,4,1709,0.4,10.1,47.33,88.3,5,Active,76,1078,2063,0.776,4
0.57,97.9,0.52,2,115.9,3,0,0.21,1553,0.387,2,fef8301d87cc8e71,0.549,4,1764,0.9,0.9,4.38,328.1,1,Active,20,424,1071,1.5,5
0.613,21.1,1.0,3,11.1,4,0,2.53,1436,0.529,4,b40efc959c4b54cf,0.66,5,1436,7.2,-3.9,17.51,101.1,4,Stopped,35,242,403,0.114,2
0.597,12.2,0.56,2,30.5,4,0,1.34,2303,0.457,3,6ace8414a0774a87,0.554,4,2303,0.1,10.3,6.95,179.5,1,Active,15,78,134,0.533,4
0.626,22.0,1.25,4,530.6,3,0,1.92,1362,0.568,4,c28a0154f1910636,0.601,4,1362,4.1,13.0,15.83,96.0,4,Stopped,31,256,425,0.161,3
0.482,3.0,0.74,3,33.3,4,0,2.41,1037,0.286,1,4027f0687b40061c,0.495,3,1038,0.1,0.0,28.87,131.3,2,Active,7,84,195,0.143,3
0.64,17.2,2.1,4,72.3,4,0,1.26,1004,0.286,1,c19bec95bdcd17aa,0.682,5,1024,0.4,29.3,8.16,114.2,3,Active,21,136,214,0.524,4
0.665,41.2,0.12,1,19.7,4,1,0.54,1079,0.667,5,2babb59adc3b9500,0.599,4,1405,0.6,-28.4,5.55,146.8,1,Active,22,225,361,0.182,3
0.573,10.9,1.27,4,477.5,3,0,1.48,980,0.5,3,76b9e59912dc8759,0.558,4,1179,0.5,-28.0,13.59,151.3,1,Active,12,110,211,0.25,3
0.6,5.5,1.28,4,449.3,3,0,3.0,1274,0.634,5,46a98be1ee1038b7,0.644,5,1437,0.0,-28.0,47.5,125.6,3,Active,16,253,450,0.25,3
0.408,23.9,0.87,3,7833.6,1,0,1.43,731,0.463,3,b071f84b4f7ab9d9,0.4,1,888,0.2,-4.6,15.52,88.9,5,Active,34,368,977,0.735,4
0.447,20.3,1.55,4,6217.9,1,0,1.48,1604,0.418,3,35db3dee9939dcd6,0.502,3,1604,0.0,30.7,12.17,92.6,5,Active,30,247,599,0.333,3
0.387,75.9,0.19,1,2158.7,2,1,1.48,1512,0.356,2,12f66341e0640493,0.381,1,1600,1.0,15.4,9.11,78.9,5,Active,111,681,1856,0.865,5
0.487,33.5,0.14,1,1.3,5,1,0.5,803,0.0,1,b2125007f3d9e08a,0.379,1,876,5.2,0.3,1.32,125.0,3,Stopped,14,37,80,0.0,1
0.496,13.7,2.51,5,6172.1,1,0,2.27,1368,0.468,3,47ac2b4f8aa8184e,0.49,3,1414,0.0,7.0,42.96,99.3,4,Active,31,586,1265,0.387,3
0.56,15.4,0.85,3,6322.8,1,0,1.01,1064,1.0,5,6c43a56d1938b1b0,0.472,2,1286,3.5,21.2,2.35,162.9,1,Stopped,12,28,50,0.0,1
0.599,7.9,0.85,3,154.9,3,0,1.95,1334,0.618,5,d23bebea4b99c2d1,0.593,4,1334,0.2,-23.0,22.07,144.1,1,Active,15,170,287,0.533,4
0.553,33.7,5.29,5,3341.8,2,0,0.6,1212,0.531,4,901be5be5db59640,0.49,3,1212,0.1,7.8,15.25,110.5,4,Active,18,456,856,0.222,3
0.416,48.0,6.29,5,47.9,4,0,0.15,1584,0.462,3,f4371975e13fd031,0.6,4,1584,1.6,0.0,1.79,140.0,2,Active,7,81,226,0.429,4
0.397,14.8,0.49,2,3117.6,2,1,1.05,1635,0.294,2,e2ad661170a014ed,0.567,4,1701,0.5,126.7,4.4,139.3,2,Active,15,63,174,0.0,1
0.466,44.6,1.48,4,9183.6,1,0,1.2,1464,0.377,2,81ee79c5915ef789,0.483,3,1473,1.7,24.7,11.23,76.5,5,Active,51,478,1097,0.235,3
0.611,100.1,0.31,2,6625.9,1,1,1.64,1120,0.542,4,fb02a6312d652563,0.631,4,1391,0.3,-3.3,11.81,122.5,3,Active,164,1178,1974,0.848,5
0.452,28.5,0.39,2,824.5,3,1,0.92,1526,0.545,4,c0399ba5338479aa,0.416,2,1526,1.7,2.6,6.35,123.2,3,Active,24,166,409,1.042,5
0.497,23.4,14.75,5,1368.8,2,0,0.39,975,0.571,4,4f8b4756a6c3ab4f,0.446,2,993,2.6,-6.0,2.6,118.8,3,Active,8,54,189,0.0,1
0.559,6.3,5.13,5,10.8,4,0,2.78,949,0.5,3,1e84d9162845fbe5,0.551,4,1108,2.0,-4.3,42.89,151.9,1,Active,12,185,331,0.167,3
